Sample Id	NKX2-1: Putative copy-number alterations from GISTIC	OXA1L: mRNA Expression, RSEM (Batch normalized from Illumina HiSeq_RNASeqV2) (log2(value + 1))	Copy Number Alterations
TCGA-EO-A22X-01	Diploid	2381.37	NKX2-1: Diploid
TCGA-EO-A2CH-01	Diploid	2490.062499	NKX2-1: Diploid
TCGA-EO-A3AU-01	Diploid	1879.96	NKX2-1: Diploid
TCGA-EO-A3AV-01	Diploid	1645.5	NKX2-1: Diploid
TCGA-EO-A3AY-01	Diploid	1790.38	NKX2-1: Diploid
TCGA-EO-A3AZ-01	Diploid	2316.91	NKX2-1: Diploid
TCGA-EO-A3B0-01	Diploid	2321.36	NKX2-1: Diploid
TCGA-EO-A3KX-01	Diploid	2301.24	NKX2-1: Diploid
TCGA-EO-A3L0-01	Diploid	1658.46	NKX2-1: Diploid
TCGA-EY-A1GD-01	Diploid	1215.853539	NKX2-1: Diploid
TCGA-EY-A1GE-01	Diploid	1579.993933	NKX2-1: Diploid
TCGA-EY-A1GF-01	Diploid	1903.258358	NKX2-1: Diploid
TCGA-EY-A1GH-01	Diploid	2540.338203	NKX2-1: Diploid
TCGA-EY-A1GI-01	Diploid	2108.213765	NKX2-1: Diploid
TCGA-EY-A1GK-01	Diploid	2123.506845	NKX2-1: Diploid
TCGA-EY-A1GL-01	Diploid	1713.58	NKX2-1: Diploid
TCGA-EY-A1GM-01	Diploid	2214.745736	NKX2-1: Diploid
TCGA-EY-A1GP-01	Diploid	2819.49	NKX2-1: Diploid
TCGA-EY-A1GQ-01	Diploid	2272.242116	NKX2-1: Diploid
TCGA-EY-A1GT-01	Diploid	1737.420489	NKX2-1: Diploid
TCGA-EY-A1GU-01	Diploid	1806.242655	NKX2-1: Diploid
TCGA-EY-A1GV-01	Diploid	3100.24996	NKX2-1: Diploid
TCGA-EY-A1GX-01	Diploid	1969.78	NKX2-1: Diploid
TCGA-EY-A1H0-01	Diploid	2371.857277	NKX2-1: Diploid
TCGA-EY-A210-01	Diploid	2299.52	NKX2-1: Diploid
TCGA-EY-A212-01	Diploid	1704.95187	NKX2-1: Diploid
TCGA-EY-A215-01	Diploid	3033.376576	NKX2-1: Diploid
TCGA-EY-A2OM-01	Diploid	1698.100799	NKX2-1: Diploid
TCGA-EY-A2ON-01	Diploid	3761.17	NKX2-1: Diploid
TCGA-EY-A2OP-01	Diploid	2624.65	NKX2-1: Diploid
TCGA-EY-A3L3-01	Diploid	1641.44	NKX2-1: Diploid
TCGA-EY-A3QX-01	Diploid	2102.1	NKX2-1: Diploid
TCGA-EY-A548-01	Diploid	4564.41	NKX2-1: Diploid
TCGA-EY-A549-01	Diploid	1937.39	NKX2-1: Diploid
TCGA-EY-A5W2-01	Diploid	2385.47	NKX2-1: Diploid
TCGA-FI-A2CX-01	Diploid	2876.450101	NKX2-1: Diploid
TCGA-FI-A2D0-01	Diploid	1524.617983	NKX2-1: Diploid
TCGA-FI-A2D4-01	Diploid	3088.007979	NKX2-1: Diploid
TCGA-FI-A2D5-01	Diploid	1934.702017	NKX2-1: Diploid
TCGA-FI-A2D6-01	Diploid	1922.229526	NKX2-1: Diploid
TCGA-FI-A2EU-01	Diploid	2720.418481	NKX2-1: Diploid
TCGA-FI-A2EW-01	Diploid	2511.640705	NKX2-1: Diploid
TCGA-FI-A2F4-01	Diploid	2848.979454	NKX2-1: Diploid
TCGA-FI-A3PV-01	Diploid	3254.25	NKX2-1: Diploid
TCGA-KP-A3VZ-01	Diploid	3625.05	NKX2-1: Diploid
TCGA-KP-A3W0-01	Diploid	2124.19	NKX2-1: Diploid
TCGA-KP-A3W1-01	Diploid	3070.67	NKX2-1: Diploid
TCGA-KP-A3W3-01	Diploid	2644.34	NKX2-1: Diploid
TCGA-KP-A3W4-01	Diploid	2274.66	NKX2-1: Diploid
TCGA-PG-A5BC-01	Diploid	2321.07	NKX2-1: Diploid
TCGA-PG-A6IB-01	Diploid	2965.4	NKX2-1: Diploid
TCGA-PG-A914-01	Diploid	2057.83	NKX2-1: Diploid
TCGA-PG-A916-01	Diploid	2357.96	NKX2-1: Diploid
TCGA-PG-A917-01	Diploid	2242.28	NKX2-1: Diploid
TCGA-QF-A5YS-01	Diploid	2023.86	NKX2-1: Diploid
TCGA-QF-A5YT-01	Diploid	2509.34	NKX2-1: Diploid
TCGA-QS-A5YQ-01	Diploid	2551	NKX2-1: Diploid
TCGA-QS-A5YR-01	Diploid	2278.44	NKX2-1: Diploid
TCGA-QS-A744-01	Diploid	1762.63	NKX2-1: Diploid
TCGA-SJ-A6ZI-01	Diploid	1976.37	NKX2-1: Diploid
TCGA-SJ-A6ZJ-01	Diploid	2380.1	NKX2-1: Diploid
TCGA-SL-A6J9-01	Diploid	3058.16	NKX2-1: Diploid
TCGA-SL-A6JA-01	Diploid	1585.84	NKX2-1: Diploid
TCGA-N5-A4RN-01	Diploid	2796.72	NKX2-1: Diploid
TCGA-N5-A4RS-01	Diploid	2087.27	NKX2-1: Diploid
TCGA-N5-A4RU-01	Diploid	1792.37	NKX2-1: Diploid
TCGA-N5-A4RV-01	Diploid	2166.15	NKX2-1: Diploid
TCGA-N6-A4V9-01	Diploid	1992.16	NKX2-1: Diploid
TCGA-N6-A4VD-01	Diploid	2317.89	NKX2-1: Diploid
TCGA-N6-A4VG-01	Diploid	1813.98	NKX2-1: Diploid
TCGA-N7-A4Y0-01	Diploid	3240.88	NKX2-1: Diploid
TCGA-N8-A4PN-01	Diploid	2319.52	NKX2-1: Diploid
TCGA-N9-A4PZ-01	Diploid	1402.84	NKX2-1: Diploid
TCGA-N9-A4Q3-01	Diploid	3099	NKX2-1: Diploid
TCGA-NA-A4QV-01	Diploid	1665.25	NKX2-1: Diploid
TCGA-NA-A4QW-01	Diploid	5521.68	NKX2-1: Diploid
TCGA-NA-A4R1-01	Diploid	2455.92	NKX2-1: Diploid
TCGA-ND-A4WC-01	Diploid	3658.69	NKX2-1: Diploid
TCGA-ND-A4WF-01	Diploid	2833.33	NKX2-1: Diploid
TCGA-NF-A4WX-01	Diploid	2523.08	NKX2-1: Diploid
TCGA-NF-A4X2-01	Diploid	2035.27	NKX2-1: Diploid
TCGA-NG-A4VW-01	Diploid	1543.9	NKX2-1: Diploid
TCGA-QM-A5NM-01	Diploid	3183.59	NKX2-1: Diploid
TCGA-RZ-AB0B-01	Diploid	3711.95	NKX2-1: Diploid
TCGA-V3-A9ZX-01	Diploid	5478.36	NKX2-1: Diploid
TCGA-V3-A9ZY-01	Diploid	9723.36	NKX2-1: Diploid
TCGA-V4-A9E5-01	Diploid	3969.1	NKX2-1: Diploid
TCGA-V4-A9E7-01	Diploid	6638.7	NKX2-1: Diploid
TCGA-V4-A9E9-01	Diploid	4026.18	NKX2-1: Diploid
TCGA-V4-A9EA-01	Diploid	3347.29	NKX2-1: Diploid
TCGA-V4-A9EC-01	Diploid	7966.39	NKX2-1: Diploid
TCGA-V4-A9ED-01	Diploid	7856.89	NKX2-1: Diploid
TCGA-V4-A9EE-01	Diploid	3225.88	NKX2-1: Diploid
TCGA-V4-A9EF-01	Diploid	5123.41	NKX2-1: Diploid
TCGA-V4-A9EH-01	Diploid	5954.4	NKX2-1: Diploid
TCGA-V4-A9EI-01	Diploid	4313.92	NKX2-1: Diploid
TCGA-V4-A9EJ-01	Diploid	2597.49	NKX2-1: Diploid
TCGA-V4-A9EK-01	Diploid	3248.2	NKX2-1: Diploid
TCGA-V4-A9EL-01	Diploid	5235.72	NKX2-1: Diploid
TCGA-V4-A9EM-01	Diploid	5478.67	NKX2-1: Diploid
TCGA-V4-A9EQ-01	Diploid	5381.36	NKX2-1: Diploid
TCGA-V4-A9ES-01	Diploid	3988.01	NKX2-1: Diploid
TCGA-V4-A9ET-01	Diploid	8753.64	NKX2-1: Diploid
TCGA-V4-A9EU-01	Diploid	3497.61	NKX2-1: Diploid
TCGA-V4-A9EV-01	Diploid	3682.14	NKX2-1: Diploid
TCGA-V4-A9EW-01	Diploid	4344.57	NKX2-1: Diploid
TCGA-V4-A9EX-01	Diploid	4694.21	NKX2-1: Diploid
TCGA-V4-A9EY-01	Diploid	8690.5	NKX2-1: Diploid
TCGA-V4-A9F0-01	Diploid	5822.77	NKX2-1: Diploid
TCGA-V4-A9F1-01	Diploid	4840.88	NKX2-1: Diploid
TCGA-V4-A9F2-01	Diploid	4565.43	NKX2-1: Diploid
TCGA-V4-A9F3-01	Diploid	4102.33	NKX2-1: Diploid
TCGA-V4-A9F4-01	Diploid	3498.28	NKX2-1: Diploid
TCGA-V4-A9F5-01	Diploid	7086.96	NKX2-1: Diploid
TCGA-V4-A9F7-01	Diploid	5801.96	NKX2-1: Diploid
TCGA-V4-A9F8-01	Diploid	6283.26	NKX2-1: Diploid
TCGA-VD-A8K7-01	Diploid	5810.86	NKX2-1: Diploid
TCGA-VD-A8K8-01	Diploid	4225.85	NKX2-1: Diploid
TCGA-VD-A8K9-01	Diploid	3167.96	NKX2-1: Diploid
TCGA-VD-A8KA-01	Diploid	2960.71	NKX2-1: Diploid
TCGA-VD-A8KB-01	Diploid	4981.26	NKX2-1: Diploid
TCGA-VD-A8KD-01	Diploid	4128.04	NKX2-1: Diploid
TCGA-VD-A8KE-01	Diploid	6518.09	NKX2-1: Diploid
TCGA-VD-A8KF-01	Diploid	4824.55	NKX2-1: Diploid
TCGA-VD-A8KG-01	Diploid	4880.9	NKX2-1: Diploid
TCGA-VD-A8KH-01	Diploid	3417.25	NKX2-1: Diploid
TCGA-VD-A8KI-01	Diploid	5392.77	NKX2-1: Diploid
TCGA-VD-A8KJ-01	Diploid	7174.25	NKX2-1: Diploid
TCGA-VD-A8KK-01	Diploid	7831.91	NKX2-1: Diploid
TCGA-VD-A8KL-01	Diploid	5861.18	NKX2-1: Diploid
TCGA-VD-A8KM-01	Diploid	3414.19	NKX2-1: Diploid
TCGA-VD-A8KN-01	Diploid	4069.11	NKX2-1: Diploid
TCGA-VD-A8KO-01	Diploid	5506.54	NKX2-1: Diploid
TCGA-VD-AA8M-01	Diploid	8213.29	NKX2-1: Diploid
TCGA-VD-AA8N-01	Diploid	8300.77	NKX2-1: Diploid
TCGA-VD-AA8P-01	Diploid	4272.26	NKX2-1: Diploid
TCGA-VD-AA8Q-01	Diploid	9966.18	NKX2-1: Diploid
TCGA-VD-AA8R-01	Diploid	10349.9	NKX2-1: Diploid
TCGA-VD-AA8S-01	Diploid	5327.56	NKX2-1: Diploid
TCGA-VD-AA8T-01	Diploid	4647.81	NKX2-1: Diploid
TCGA-WC-A87T-01	Diploid	7920.32	NKX2-1: Diploid
TCGA-WC-A87U-01	Diploid	8517.43	NKX2-1: Diploid
TCGA-WC-A87W-01	Diploid	4225.32	NKX2-1: Diploid
TCGA-WC-A87Y-01	Diploid	3863.44	NKX2-1: Diploid
TCGA-WC-A880-01	Diploid	6227.3	NKX2-1: Diploid
TCGA-WC-A881-01	Diploid	4884.16	NKX2-1: Diploid
TCGA-WC-A882-01	Diploid	9319.94	NKX2-1: Diploid
TCGA-WC-A883-01	Diploid	3650.79	NKX2-1: Diploid
TCGA-WC-A884-01	Diploid	5418.59	NKX2-1: Diploid
TCGA-WC-A885-01	Diploid	3407.61	NKX2-1: Diploid
TCGA-WC-A888-01	Diploid	4840.06	NKX2-1: Diploid
TCGA-WC-A88A-01	Diploid	7664.8	NKX2-1: Diploid
TCGA-WC-AA9A-01	Diploid	4698.26	NKX2-1: Diploid
TCGA-WC-AA9E-01	Diploid	3506.87	NKX2-1: Diploid
TCGA-YZ-A980-01	Diploid	4169.34	NKX2-1: Diploid
TCGA-YZ-A982-01	Diploid	4726.55	NKX2-1: Diploid
TCGA-YZ-A983-01	Diploid	7467.36	NKX2-1: Diploid
TCGA-YZ-A984-01	Diploid	6882.86	NKX2-1: Diploid
TCGA-YZ-A985-01	Diploid	4766.46	NKX2-1: Diploid
TCGA-OR-A5J3-01	Gain	5160.12	NKX2-1: Gain
TCGA-OR-A5J5-01	Gain	3655.31	NKX2-1: Gain
TCGA-OR-A5JA-01	Gain	3535.41	NKX2-1: Gain
TCGA-OR-A5JE-01	Gain	5270.93	NKX2-1: Gain
TCGA-OR-A5JG-01	Gain	3410.99	NKX2-1: Gain
TCGA-OR-A5JJ-01	Gain	3906.74	NKX2-1: Gain
TCGA-OR-A5JL-01	Gain	4696.27	NKX2-1: Gain
TCGA-OR-A5JP-01	Gain	8590.25	NKX2-1: Gain
TCGA-OR-A5K8-01	Gain	3432.51	NKX2-1: Gain
TCGA-OR-A5KO-01	Gain	2683.69	NKX2-1: Gain
TCGA-OR-A5KX-01	Gain	3478.97	NKX2-1: Gain
TCGA-OR-A5L4-01	Gain	7366.55	NKX2-1: Gain
TCGA-OR-A5L8-01	Gain	4514.37	NKX2-1: Gain
TCGA-OR-A5LB-01	Gain	3535.61	NKX2-1: Gain
TCGA-OR-A5LL-01	Gain	3149.99	NKX2-1: Gain
TCGA-OR-A5LM-01	Gain	3876.93	NKX2-1: Gain
TCGA-OR-A5LO-01	Gain	4196.54	NKX2-1: Gain
TCGA-OR-A5LS-01	Gain	3290.53	NKX2-1: Gain
TCGA-OU-A5PI-01	Gain	2360.89	NKX2-1: Gain
TCGA-2F-A9KO-01	Gain	2593.59	NKX2-1: Gain
TCGA-4Z-AA7R-01	Gain	2499.33	NKX2-1: Gain
TCGA-4Z-AA80-01	Gain	2810.17	NKX2-1: Gain
TCGA-BL-A13J-01	Gain	2085.03	NKX2-1: Gain
TCGA-BL-A5ZZ-01	Gain	2112.56	NKX2-1: Gain
TCGA-BT-A0S7-01	Gain	3416.92	NKX2-1: Gain
TCGA-BT-A20N-01	Gain	1801.19	NKX2-1: Gain
TCGA-BT-A20P-01	Gain	2430.22	NKX2-1: Gain
TCGA-BT-A42C-01	Gain	2328.88	NKX2-1: Gain
TCGA-C4-A0EZ-01	Gain	1263.7	NKX2-1: Gain
TCGA-C4-A0F0-01	Gain	2698.94	NKX2-1: Gain
TCGA-C4-A0F6-01	Gain	4658.21	NKX2-1: Gain
TCGA-CF-A1HS-01	Gain	2377.17	NKX2-1: Gain
TCGA-CU-A0YN-01	Gain	1705.25	NKX2-1: Gain
TCGA-CU-A0YR-01	Gain	2801.43	NKX2-1: Gain
TCGA-DK-A3IN-01	Gain	2643.36	NKX2-1: Gain
TCGA-DK-A3IT-01	Gain	2265.77	NKX2-1: Gain
TCGA-DK-A3WX-01	Gain	1926.54	NKX2-1: Gain
TCGA-DK-A6B6-01	Gain	2793.01	NKX2-1: Gain
TCGA-DK-AA6R-01	Gain	2227.26	NKX2-1: Gain
TCGA-DK-AA74-01	Gain	1943.79	NKX2-1: Gain
TCGA-E5-A2PC-01	Gain	2169.28	NKX2-1: Gain
TCGA-E7-A85H-01	Gain	2170.01	NKX2-1: Gain
TCGA-FD-A3B3-01	Gain	2151.43	NKX2-1: Gain
TCGA-FD-A3B7-01	Gain	2179.16	NKX2-1: Gain
TCGA-FD-A3N5-01	Gain	2059.31	NKX2-1: Gain
TCGA-FD-A43Y-01	Gain	2013.99	NKX2-1: Gain
TCGA-FD-A5BT-01	Gain	3239.3	NKX2-1: Gain
TCGA-FD-A5BZ-01	Gain	2036.3	NKX2-1: Gain
TCGA-FD-A62O-01	Gain	2162.13	NKX2-1: Gain
TCGA-FD-A62S-01	Gain	2330.74	NKX2-1: Gain
TCGA-FD-A6TD-01	Gain	2414.77	NKX2-1: Gain
TCGA-FD-A6TE-01	Gain	2498.11	NKX2-1: Gain
TCGA-FJ-A3ZE-01	Gain	2903.25	NKX2-1: Gain
TCGA-G2-A2EL-01	Gain	1552.57	NKX2-1: Gain
TCGA-G2-A2EO-01	Gain	2764.64	NKX2-1: Gain
TCGA-GC-A3BM-01	Gain	2182.98	NKX2-1: Gain
TCGA-GC-A3I6-01	Gain	2319.2	NKX2-1: Gain
TCGA-GC-A3YS-01	Gain	2441.01	NKX2-1: Gain
TCGA-GD-A6C6-01	Gain	2544.97	NKX2-1: Gain
TCGA-GU-A42P-01	Gain	2034.2	NKX2-1: Gain
TCGA-GU-AATO-01	Gain	3908.94	NKX2-1: Gain
TCGA-GU-AATQ-01	Gain	3321.65	NKX2-1: Gain
TCGA-GV-A3QH-01	Gain	1948.13	NKX2-1: Gain
TCGA-GV-A3QI-01	Gain	2163.39	NKX2-1: Gain
TCGA-K4-A4AC-01	Gain	2951.34	NKX2-1: Gain
TCGA-K4-A5RI-01	Gain	2609.9	NKX2-1: Gain
TCGA-K4-A6FZ-01	Gain	1911.58	NKX2-1: Gain
TCGA-KQ-A41O-01	Gain	3857.75	NKX2-1: Gain
TCGA-LT-A5Z6-01	Gain	6532.47	NKX2-1: Gain
TCGA-MV-A51V-01	Gain	1539.98	NKX2-1: Gain
TCGA-PQ-A6FN-01	Gain	3077.22	NKX2-1: Gain
TCGA-S5-A6DX-01	Gain	2292.61	NKX2-1: Gain
TCGA-UY-A78O-01	Gain	2816.98	NKX2-1: Gain
TCGA-UY-A8OD-01	Gain	4276.99	NKX2-1: Gain
TCGA-XF-A8HB-01	Gain	3254.74	NKX2-1: Gain
TCGA-XF-A8HG-01	Gain	2106.33	NKX2-1: Gain
TCGA-XF-A9SP-01	Gain	2854.33	NKX2-1: Gain
TCGA-XF-A9T3-01	Gain	1874.87	NKX2-1: Gain
TCGA-XF-AAMQ-01	Gain	2178.01	NKX2-1: Gain
TCGA-XF-AAMT-01	Gain	2158.05	NKX2-1: Gain
TCGA-ZF-A9RD-01	Gain	3134.94	NKX2-1: Gain
TCGA-ZF-AA4R-01	Gain	1378.13	NKX2-1: Gain
TCGA-ZF-AA5H-01	Gain	1612.36	NKX2-1: Gain
TCGA-A1-A0SN-01	Gain	3116.42	NKX2-1: Gain
TCGA-A1-A0SO-01	Gain	2672.71	NKX2-1: Gain
TCGA-A2-A0CW-01	Gain	1823.83	NKX2-1: Gain
TCGA-A2-A0D2-01	Gain	2121.97	NKX2-1: Gain
TCGA-A2-A0D4-01	Gain	2484.09	NKX2-1: Gain
TCGA-A2-A0SW-01	Gain	2953.07	NKX2-1: Gain
TCGA-A2-A0YH-01	Gain	2637.34	NKX2-1: Gain
TCGA-A2-A1FW-01	Gain	1571.4	NKX2-1: Gain
TCGA-A2-A25C-01	Gain	2283.41	NKX2-1: Gain
TCGA-A2-A3KD-01	Gain	2069.41	NKX2-1: Gain
TCGA-A2-A4RX-01	Gain	2201.01	NKX2-1: Gain
TCGA-A2-A4S3-01	Gain	1895.1	NKX2-1: Gain
TCGA-A7-A0CJ-01	Gain	2618.36	NKX2-1: Gain
TCGA-A7-A0DA-01	Gain	2354.42	NKX2-1: Gain
TCGA-A7-A0DB-01	Gain	2752.75	NKX2-1: Gain
TCGA-A7-A4SA-01	Gain	2160.81	NKX2-1: Gain
TCGA-A7-A56D-01	Gain	2560.08	NKX2-1: Gain
TCGA-A7-A6VX-01	Gain	1906.49	NKX2-1: Gain
TCGA-A8-A06O-01	Gain	1519.84	NKX2-1: Gain
TCGA-A8-A075-01	Gain	2340.62	NKX2-1: Gain
TCGA-A8-A076-01	Gain	2532	NKX2-1: Gain
TCGA-A8-A07R-01	Gain	1942.98	NKX2-1: Gain
TCGA-A8-A07W-01	Gain	1191.71	NKX2-1: Gain
TCGA-A8-A08B-01	Gain	2128.98	NKX2-1: Gain
TCGA-A8-A08I-01	Gain	2500.18	NKX2-1: Gain
TCGA-A8-A08P-01	Gain	2681.95	NKX2-1: Gain
TCGA-A8-A08X-01	Gain	2552.38	NKX2-1: Gain
TCGA-A8-A091-01	Gain	1171.11	NKX2-1: Gain
TCGA-A8-A092-01	Gain	2123.63	NKX2-1: Gain
TCGA-A8-A095-01	Gain	2146.68	NKX2-1: Gain
TCGA-A8-A097-01	Gain	2175.18	NKX2-1: Gain
TCGA-A8-A09A-01	Gain	1957.86	NKX2-1: Gain
TCGA-A8-A09C-01	Gain	2978.14	NKX2-1: Gain
TCGA-A8-A09D-01	Gain	3058.54	NKX2-1: Gain
TCGA-A8-A09M-01	Gain	2935.54	NKX2-1: Gain
TCGA-A8-A09R-01	Gain	2672.9	NKX2-1: Gain
TCGA-A8-A09W-01	Gain	2682.46	NKX2-1: Gain
TCGA-A8-A09X-01	Gain	4234.3	NKX2-1: Gain
TCGA-A8-A0A2-01	Gain	2661.36	NKX2-1: Gain
TCGA-A8-A0A9-01	Gain	1985.06	NKX2-1: Gain
TCGA-AC-A23E-01	Gain	2394.99	NKX2-1: Gain
TCGA-AC-A2FM-01	Gain	1490.48	NKX2-1: Gain
TCGA-AC-A62V-01	Gain	2892.56	NKX2-1: Gain
TCGA-AC-A62Y-01	Gain	1916.77	NKX2-1: Gain
TCGA-AC-A7VB-01	Gain	2755.34	NKX2-1: Gain
TCGA-AN-A04A-01	Gain	2968.49	NKX2-1: Gain
TCGA-AN-A0AM-01	Gain	3493.06	NKX2-1: Gain
TCGA-AN-A0FW-01	Gain	1873.99	NKX2-1: Gain
TCGA-AN-A0FY-01	Gain	1719.42	NKX2-1: Gain
TCGA-AN-A0FZ-01	Gain	5055.73	NKX2-1: Gain
TCGA-AN-A0XN-01	Gain	1788.79	NKX2-1: Gain
TCGA-AO-A03L-01	Gain	2750.57	NKX2-1: Gain
TCGA-AO-A03N-01	Gain	3453.68	NKX2-1: Gain
TCGA-AO-A03O-01	Gain	2247.16	NKX2-1: Gain
TCGA-AO-A03P-01	Gain	4484.85	NKX2-1: Gain
TCGA-AO-A0J2-01	Gain	3619.89	NKX2-1: Gain
TCGA-AO-A0J3-01	Gain	2204.86	NKX2-1: Gain
TCGA-AO-A0J7-01	Gain	4340.85	NKX2-1: Gain
TCGA-AO-A0JE-01	Gain	3118.86	NKX2-1: Gain
TCGA-AO-A0JM-01	Gain	3573.53	NKX2-1: Gain
TCGA-AO-A1KS-01	Gain	2570.93	NKX2-1: Gain
TCGA-AR-A0TR-01	Gain	1937.41	NKX2-1: Gain
TCGA-AR-A0TV-01	Gain	2552.55	NKX2-1: Gain
TCGA-AR-A0TW-01	Gain	3619.67	NKX2-1: Gain
TCGA-AR-A0U4-01	Gain	3129.51	NKX2-1: Gain
TCGA-AR-A1AW-01	Gain	2311.77	NKX2-1: Gain
TCGA-AR-A24K-01	Gain	2679.01	NKX2-1: Gain
TCGA-AR-A24M-01	Gain	1696.13	NKX2-1: Gain
TCGA-AR-A24R-01	Gain	2358.12	NKX2-1: Gain
TCGA-AR-A250-01	Gain	2152.04	NKX2-1: Gain
TCGA-AR-A2LK-01	Gain	2199.4	NKX2-1: Gain
TCGA-AR-A5QM-01	Gain	2558.9	NKX2-1: Gain
TCGA-B6-A0I5-01	Gain	4155.9	NKX2-1: Gain
TCGA-B6-A0IB-01	Gain	2451.84	NKX2-1: Gain
TCGA-B6-A0RO-01	Gain	2043.81	NKX2-1: Gain
TCGA-B6-A0RS-01	Gain	2438.45	NKX2-1: Gain
TCGA-B6-A0RU-01	Gain	2164.78	NKX2-1: Gain
TCGA-B6-A0WV-01	Gain	2314.89	NKX2-1: Gain
TCGA-B6-A0WW-01	Gain	2151.62	NKX2-1: Gain
TCGA-B6-A0WY-01	Gain	2593.15	NKX2-1: Gain
TCGA-B6-A0WZ-01	Gain	4106.42	NKX2-1: Gain
TCGA-B6-A1KN-01	Gain	2132.03	NKX2-1: Gain
TCGA-B6-A401-01	Gain	2493.33	NKX2-1: Gain
TCGA-B6-A402-01	Gain	1821.52	NKX2-1: Gain
TCGA-B6-A408-01	Gain	1629.95	NKX2-1: Gain
TCGA-BH-A0B4-01	Gain	2283.43	NKX2-1: Gain
TCGA-BH-A0BA-01	Gain	2616.4	NKX2-1: Gain
TCGA-BH-A0BL-01	Gain	1588.78	NKX2-1: Gain
TCGA-BH-A0BT-01	Gain	5593.75	NKX2-1: Gain
TCGA-BH-A0DG-01	Gain	3201.83	NKX2-1: Gain
TCGA-BH-A0DL-01	Gain	2408.59	NKX2-1: Gain
TCGA-BH-A0DS-01	Gain	2798.37	NKX2-1: Gain
TCGA-BH-A0E9-01	Gain	2173.23	NKX2-1: Gain
TCGA-BH-A0EE-01	Gain	1496.57	NKX2-1: Gain
TCGA-BH-A0H3-01	Gain	1932.56	NKX2-1: Gain
TCGA-BH-A0HI-01	Gain	2181.63	NKX2-1: Gain
TCGA-BH-A0W7-01	Gain	2741.8	NKX2-1: Gain
TCGA-BH-A18H-01	Gain	1358.7	NKX2-1: Gain
TCGA-BH-A18K-01	Gain	3320.05	NKX2-1: Gain
TCGA-BH-A18L-01	Gain	2000.29	NKX2-1: Gain
TCGA-BH-A1EN-01	Gain	2273.9	NKX2-1: Gain
TCGA-BH-A1EV-01	Gain	2382.07	NKX2-1: Gain
TCGA-BH-A1F2-01	Gain	2919.31	NKX2-1: Gain
TCGA-BH-A1FU-01	Gain	2537.46	NKX2-1: Gain
TCGA-BH-A5J0-01	Gain	2110.75	NKX2-1: Gain
TCGA-BH-A6R9-01	Gain	2013.03	NKX2-1: Gain
TCGA-C8-A12O-01	Gain	2721.29	NKX2-1: Gain
TCGA-C8-A12P-01	Gain	4826.52	NKX2-1: Gain
TCGA-C8-A12U-01	Gain	4166.09	NKX2-1: Gain
TCGA-C8-A12W-01	Gain	3000	NKX2-1: Gain
TCGA-C8-A130-01	Gain	2540.42	NKX2-1: Gain
TCGA-C8-A138-01	Gain	3697.96	NKX2-1: Gain
TCGA-C8-A1HI-01	Gain	3305.12	NKX2-1: Gain
TCGA-C8-A27A-01	Gain	1885.09	NKX2-1: Gain
TCGA-D8-A141-01	Gain	2624.23	NKX2-1: Gain
TCGA-D8-A143-01	Gain	2094.22	NKX2-1: Gain
TCGA-D8-A1J8-01	Gain	2239.11	NKX2-1: Gain
TCGA-D8-A1JD-01	Gain	1867.47	NKX2-1: Gain
TCGA-D8-A1JF-01	Gain	3227.77	NKX2-1: Gain
TCGA-D8-A1JL-01	Gain	1879.36	NKX2-1: Gain
TCGA-D8-A1X5-01	Gain	2116.29	NKX2-1: Gain
TCGA-D8-A1X9-01	Gain	1794.61	NKX2-1: Gain
TCGA-D8-A1XF-01	Gain	1619.64	NKX2-1: Gain
TCGA-D8-A1XJ-01	Gain	2270.11	NKX2-1: Gain
TCGA-D8-A1XL-01	Gain	2523.12	NKX2-1: Gain
TCGA-D8-A1XU-01	Gain	2336.49	NKX2-1: Gain
TCGA-D8-A1XZ-01	Gain	3325.48	NKX2-1: Gain
TCGA-D8-A27R-01	Gain	2690.85	NKX2-1: Gain
TCGA-D8-A27W-01	Gain	2989.45	NKX2-1: Gain
TCGA-D8-A3Z6-01	Gain	2420.05	NKX2-1: Gain
TCGA-E2-A109-01	Gain	1802.31	NKX2-1: Gain
TCGA-E2-A10C-01	Gain	3582.78	NKX2-1: Gain
TCGA-E2-A14P-01	Gain	5365.24	NKX2-1: Gain
TCGA-E2-A152-01	Gain	2191.75	NKX2-1: Gain
TCGA-E2-A153-01	Gain	2363.74	NKX2-1: Gain
TCGA-E2-A154-01	Gain	2520.38	NKX2-1: Gain
TCGA-E2-A15A-01	Gain	2050.39	NKX2-1: Gain
TCGA-E2-A15E-01	Gain	2413.46	NKX2-1: Gain
TCGA-E2-A15I-01	Gain	2165.4	NKX2-1: Gain
TCGA-E2-A15K-01	Gain	2726.25	NKX2-1: Gain
TCGA-E2-A1IH-01	Gain	2263.31	NKX2-1: Gain
TCGA-E2-A1IO-01	Gain	1764.93	NKX2-1: Gain
TCGA-E2-A1L9-01	Gain	2658.31	NKX2-1: Gain
TCGA-E2-A1LG-01	Gain	3444.72	NKX2-1: Gain
TCGA-E2-A1LH-01	Gain	2667.95	NKX2-1: Gain
TCGA-E2-A2P5-01	Gain	2702.3	NKX2-1: Gain
TCGA-E2-A56Z-01	Gain	1461.68	NKX2-1: Gain
TCGA-E2-A9RU-01	Gain	2963.44	NKX2-1: Gain
